NVS_Training_Object_ID,NVS_Training_Action,NVS_Course_Training_Provider,NVS_Course_Training_Title_x,NVS_Course_Description_x,Description sufficient,Reason if insufficient
cc2ef3fd-9de4-463b-9ef6-a9c92080e865,Keep,Novartis,UK CPO Sandoz Outico Minimum,Core training for UK Sandoz Outico Associates,no,missing relevance and context
c33d01fb-2138-4d7f-af04-a9f2f30aafa9,Keep,Novartis Technical Operations,RTG: Ready To Grow (Part 3),RTG: Ready To Grow (Part 3),,
d1fdd0b9-5116-4fa4-931b-aa03b144e2ee,Keep,Novartis,UK Sandoz Corporate Affairs Associate/Communication Intern **OPEN CURRICULUM & CHECK DUE DATES WITHIN**,Core training for the UK Sandoz - Corporate Affairs Associate/Communication Intern,,
80c6fceb-83ba-4837-a3cc-aa19f40bd589,Keep,Novartis,TRD CHAD CDU Synthesis Chemist SOPs,SOP according SOP Zuweisungsliste,,
5d63cf38-c5ec-472b-bb81-aa72d12099d0,Keep,Novartis,GDD TRD BX CHBS AO PCA -Use of Gloveboxes at ARD( e.g. FXT508),training allowing usage of glovebox in CHBS AO PCA ,,
cc99ea9a-bf51-43b0-b97f-aa8798c899eb,Keep,Global Drug Development,GDD GDO DO DM_CDSA_INFRASTRUCTURE_FUNCTIONAL/SYSTEM,GDD GDO DO DM_CDSA_INFRASTRUCTURE_FUNCTIONAL/SYSTEM,,
144ce55d-b42f-4b6e-878c-aaa74bf29a70,Keep,Global Drug Development,CTS Capabilities Associates,"Welcome to “CTS Capabilities” our goal with this curricula is to Inspire associates to achieve
their self–development goals though UP4G platform with easy access to the tools
available at Novartis. This curricula was specially created to boost your
curiosity by focusing on NBS Capabilities that keep our organization agile,
innovative and up-to-date.Our recommendation for you is to complete 2 to 3 E-learning
Courses (Get Abstract, Linked-in, Skillsoft, TED) and 1 learning Coursera
Courses per semester.  Important:  this curricula is not mandatory, our purpose is
to inspire your curiosity in order to achieve your self-development.",yes,
cbcadcbc-f532-4e5a-b3e4-aaff91b7919f,Keep,Novartis,UK Sandoz -  Retail Sales Executive **OPEN CURRICULUM & CHECK DUE DATES WITHIN**,Core training for the UK Sandoz - Retail Sales Executive,,
1f9a5525-c79a-4a1e-ba47-ab0f37c93e1b,Keep,Novartis Technical Operations,Xcelerate Pharma Marketing,"A
comprehensive upskilling curriculum comprising of 8 modules covering a range of
marketing topics. ",no,missing relevance
41214650-1492-4345-bfda-abd9e1389b38,Keep,Novartis,CRA_Bulgaria,CRA_Bulgaria,,
e2f66ceb-a594-4355-94bb-abf3423a0d4e,Keep,NBS,NBS IT - TIS Storage SAN SAP CC Operator,this curriculum is for the TIS storage technical team supporting SAN SAP,no,missing relevance and context
b0a2fb87-70d3-4ec7-8609-abf3915f46e1,Keep,NBS,NBS IT - TIS Connectivity Services Associate,This TIS Connectivity Services Associate curriculum is applicable to all associates supporting Connectivity services. ,,
71d81441-ce49-4544-93fe-cfc2acc3726a,Keep,SANDOZ,LegalEagle Day 2021,LegalEagle Day 2021,,
74e15a22-44a8-40e1-a1dc-6420fad9ed13,Keep,SANDOZ,Q1 2023 certification examination bio-oncology team,Q1 2023 certification examination bio-oncology team,,
9e263056-d70e-41ca-ab3e-642168c08148,Keep,NBS,REDI Contributor Assessment (2/2),Please complete the assesment in order to receive credit for training completion,no,missing relevance and context
0adfb1ab-f70f-4089-880e-644dcb5bda9d,Keep,NBS,UP4Growth Administration - New Learning Object Metadata Standards – Test,"The key objective of the new Learning Object Metadata strategy is to improve the associate experience in UP4Growth through accurate and meaningful search results (search engine optimization), and meaningful suggestions provided by the machine learning carousels.",,
6aa1aa88-f586-4229-a66b-6462aebc0842,Keep,NBS,LDC Deployment Data Migration Ramp Up Session - Part 1,"Walkthrough of the Data Migration handbook where methodology, roles & responsabilities, deliverables and validation process are discussed and explained.",,
b42f6300-215b-4d32-b19a-64850ba85549,Keep,NBS,AMS Service Transition process for associates - Phase 2 – Preparation,"The introduction of AMS Service Transition process for all associates involved in Service Delivery, Project management, and Service Operations. This training provides information about roles and responsibilities, required deliverables, process integration with Project lifecycle, stakeholder involvement etc.",,
8ec1fe02-1dff-4cc8-9359-64ba9e3174a9,Keep,NBS,SubWay Clinical Template Author Course,"Template management functionality training (e.g., creating templates, approving to effective state). “Important note: This course is designed to run on PC-compatible devices, not iPad or Mac. You will need to click the ""Play"" button to start or resume this training.""",,
1607da38-8df9-469d-801f-64e076a2127b,Keep,PHARMA,NEXUS - PBC video,NEXUS - PBC video,,
c701f3a2-a9af-40e7-80e6-ac32698f4fc6,Keep,Novartis Technical Operations,ARIBA Training Session - Re-Launch,This training module explains how to use ARIBA Source-to-contract,no,missing relevance and context
b8b490c4-b9de-4965-b137-ac71b5cb80c4,Keep,NBS,Canada eOS FUSE Mandatory Quick Start Training,"The Quick Start training webinars are designed for all FUSE users.Note: Please clear cookies and caches before launching the programs. Kindly use MS Edge/Google Chrome to avoid any disturbance during the course.  Watch all modules completely. At the end of each module ""Mark Complete"" and “Exit Module” button appears on last slide, which would take around a minute to appear. Please click on one after the other to ensure the training is completed.  If not clicked on the buttons, one have to retake entire training from the beginning.",yes,
9d40bd74-8767-4342-944a-ac71d5226310,Keep,Novartis,UK Sandoz - Supply Operations Manager,Core training for the UK Sandoz - Supply Operations Manager,no,missing relevance and context
2bc22ed7-3bb6-4a0a-888f-accbce73b0a4,Keep,SANDOZ,SDZ CZPR: Onboarding package_Product Specialist BU Hospital & Specialty,Onboarding package for Product Specialist BU Hospital & Specialty,,
58edd27a-1519-4494-9478-07989b0edc5c,Keep,NBS,LDC Deployment Data Migration BDO Training,"Walkthrough of the Data Migration handbook where methodology, roles & responsibilities & deliverables are discussed and explained for BDOs",,
a240b9e0-2395-4d0f-ac97-ad3d29a50967,Keep,NBS,ITSM Operations - Team Lead / Escalation Manager,Please write to erpitoffice.trainingmgt@novartis.com if you have any queries.,,
b2376e5f-d509-41b1-b83e-ad526756f461,Keep,NBS,NBS IT – TIS GDC RDC USEH NOC,curriculum required for USEH NOC,no,missing relevance and context
09d75dcf-a67c-4c6d-90b7-d0b41201e348,Keep,Global Drug Development,Bayesian Optimization: Case Study & Internal Tool,Bayesian Optimization: Case Study & Internal Tool,,
a6f844a0-c96f-4599-9939-d11577bba8b1,Keep,Novartis Learning Institute,Flourishing Made Easy - Strategic Approach to Personal Development,"This session is an opportunity to explore the connections between development and strengths, giving access to sustain growth and transformation, increasing how we make meaning of complexity in life. The session will include a centering activity and allow space for practice and experimentation to make sense of things, expand horizons and generate possibilities jointly.  During this webinar you will: •Identify one area of DEVELOPMENT that you could consciously leverage your strengths.  •Notice the strengths that are already present in your development experience.  •How might the experience be invigorated by leveraging your strengths even more?  To get the most out of this session, please complete the free version of the VIA Character Strengths before the session and bring it with you. (hyperlink https://www.viacharacter.org/account/register)",,
e3d394b9-2a3b-45e3-8bbe-6526394ba4a0,Keep,Global Drug Development,Educational session: competitive intelligence on Lupus,Systemic Lupus Erythematosus (SLE) - Competitive Pressure Overview: The third education session for CRMAs across the globe on Systemic Lupus Erythematosus.,no,missing relevance and context
25a47f09-942f-4f5c-a3c5-65463f94bad8,Keep,NBS,Scheduling & holding the conversation,In this lesson we will provide tips on setting up the meeting and delivering the news to your manager confidently.,no,missing relevance and context
3a2118a3-1d7f-4298-b37c-6576cbd8dfdf,Keep,Novartis Learning Institute,Aprovechamiento de mis fortalezas - Caso práctico de aprovechamiento de las fortalezas,Este curso de tres sesiones refuerza el enfoque basado en la fortaleza del liderazgo y las formas en las que los líderes pueden impulsar las fortalezas de sus empleados para mejorar el desempeño. El curso también proporciona orientación sobre cómo interpretar el Inventario de estilo de coaching personal.,no,other
3c293369-625c-40fc-8909-658071307b5b,Keep,PHARMA,Recherche in wissenschaftlichen Datenbanken - Selbststudium,"Bausteinschulung ""Recherche in wissenschaftlichen Datenbanken"" als Selbststudium",,
6d05f9f9-154b-4a5c-850b-65825fca52a8,Keep,Corporate Functions,Global Security Investigations Training_Episode 6_puzzle,Global Security Investigations Training_Episode 6_puzzle,,
1bf9e3b3-9edf-46f5-80ad-65837bf660bc,Keep,NBS,MODULE 2 - US FUSE PROCESS TRAINING,"This curriculum covers requirements for Non-Promotional Associates. The FUSE system Quick Start training webinar is designed for all FUSE MLR users, both associates and agencies, to enable them to get up and running quickly with the new platform.

Mark As Complete – by Marking as Complete, you are confirming that you have viewed the full duration each Module.",,
f782d0a8-0194-4d45-a674-659d8e2f6f5f,Keep,NBS,Pain point snipe - Task:Submit and mail expense report on time_痛点大狙击-任务：及时提交和邮寄报销单,本培训旨在让员工理解巩固报销中遇到的重点难点从而使您的报销符合公司政策，顺利完成报销,,
e04ccc73-4b2f-4839-8273-65a215448131,Keep,NBS,UKIE Veeva Excellence MSL Quiz Part 4,This Quiz is created to test your knowledge and understanding on how to create and manage Events in the CRM system,,
0c601f2b-832c-4fec-a19d-65aa9c53a84e,Keep,PHARMA,Brolucizumab Unmet medical need in the management of neovascular (Wet) AMD,Brolucizumab Unmet medical need in the management of neovascular (Wet) AMD,,
0aad3dbf-34de-4ec2-a43e-65f237818448,Keep,NBS,Ready to Grow Part 2: Unboss - Delegation Module 1,"In this two-session course, presenters discuss the benefits of delegation and counter common arguments against delegation. Using real examples, learners determine how to free up 10% of their time by delegating appropriate tasks.",,
ef62ae4d-987c-4c63-9f8d-66063172b500,Keep,NBS,Process for Capturing Audit Trail for Argus Backend Data Updates,Assessment for Capturing Audit Trail for Argus Backend Data Updates,no,missing relevance and context
5b7a55a9-2875-4317-9aaf-66072743de5e,Keep,NBS,Practical Frameworks for Analysis and Planning,Practical Frameworks for Analysis and Planning,,
dec2181d-2e7c-4bfc-95db-6607c92dc7a6,Keep,PHARMA,UK Pharma Laptop - Getting started,"This guide is designed to step you through the key things you need to know to get up and running with your new laptop. It's recommended to open this learning in Up4Growth, on your iPad, so that it's easier to follow the steps side-by-side on your laptop.",yes,
7a6b1a4c-8822-4f7d-a141-9533150e6cd4,Keep,Corporate Functions,Combined Incidents Training Manual,Training for new case management system called GS Core. This recording elaborates on the Combined Incidents functionality.,,
d003f381-ecb4-43aa-8cff-d2037dca1329,Keep,Global Drug Development,Meeting Effectiveness,"Provide guidance to meeting organisers on how to plan, run and follow-up more effective meeting, as meeting coordinator Provide guidance to meeting invitees on how to maximise value of time spent in meetings, including reducing meeting attendance Training is cross functional to ensure everyone gets the same message at the same time –the intent is to apply these Meeting Best Practices principles to all levels of activities, i.e. GCT, CTT, DQT, SMT, etc.",,
c1360376-8d46-4f1d-96a9-d208baf3e7ff,Keep,Novartis Learning Institute,Mental health and wellbeing effects everyone,Hear from Mayerlin who will talk about her experience when it comes to the importance of taking the time to care for yourself and those around you.Â,,
245d94c4-0ee6-4b56-9776-d27a70f4b019,Keep,PHARMA,PSS Yellow Belt,"Lean Six Sigma is a process improvement methodology designed to eliminate problems, remove waste and inefficiency and provide a better response to stakeholders' need. The Yellow Belt class is a perfect introduction to the basic framework, skills and tools of Lean Six Sigma. In only 8 hours, you will learn lean principles, understand how to identify waste in a process and execute the Scientific Problem Solving Methodology so that your problems will go away for good.  The structure of the class is simple: you bring a working level problem that makes your work difficult every day, we work through the tools and methods presented in the material and you leave with a prioritized list of solutions that are ready to be implemented.  """,,
8e44caa1-8ef5-47f7-b902-66572084dc56,Keep,SANDOZ,SSM RA SARA DMS Modifying virtual documents,"In the ""Virtual Documents"" eLearning module, you have learned to create a virtual document in SARA DMS.  In this course, you'll learn: 
 
•    How to delete any non-finalized virtual document collection 
•    How to withdraw any finalized virtual document collection 
•    How to modify the properties of any virtual document collection",yes,
e599e782-2aec-4c2f-90e9-666c90532e6f,Keep,Novartis Learning Institute,Delegar – Parte 2,"En este curso de dos sesiones, los presentadores comentan los beneficios de delegar y rebaten los argumentos comunes en contra. Con ejemplos reales, los alumnos determinan cómo liberar hasta un 10% de su tiempo delegando las tareas adecuadas.",no,other
b3866c43-fa53-43c0-8a05-6686de901a60,Keep,NBS,Evolve Compensation Planning Tool,Evolve Planning Tool Walkthrough for OPMs &  P&O BPs,no,missing relevance
38838639-eb91-4386-801e-adfb413a40f3,Keep,NBS,Sandoz Global Biopharmaceuticals Mandatory Quick Start Training,"The Quick Start training webinars are designed for all FUSE users.Note- Please clear cookies and caches before launching the programs. Kindly use MS Edge/Google Chrome to avoid any disturbance during the course.  Watch all modules completely. At the end of each module ""Mark Complete"" and “Exit Module” button appears on last slide, which would take around a minute to appear. Please click on one after the other to ensure the training is completed.  If not clicked on the buttons, one have to retake entire training from the beginning.",no,missing relevance and context
1da59da8-115e-443a-9af8-ae33ced1a9d2,Keep,NBS,NBS IT - TIS Public Cloud Operator AWS,This curriculum is required for TIS associates supporting the Public Cloud AWS technology on the Operator capacity,,
d45b467e-e263-4de1-b35f-ae3b676281b9,Keep,Novartis,Forecast and Planning Specialist_Baltics,Forecast and Planning Specialist_Baltics,,
03f4f64b-1740-4f1a-b37e-ae7513e592e1,Keep,Novartis,TRDNCEGL_Stability Expert,TRD NCE Specific training for Stability expert ,no,missing relevance and context
accbbba9-fd16-43f8-9046-d2b5317ca1a2,Keep,NBS,LDC Risk & Resilience Training,"The training will cover key concepts of Risk and Resilience such as identification of risks and issues, risk exposure, risk appetite, treatment strategy and response plan. The session will also include a demo of the LDC Risk Register and reporting within LDC Hub",,
ba797e1c-3a4a-4337-8037-d350c089efa7,Keep,Novartis Learning Institute,June Global Webcast,June webinar series,,
f995392a-b8f3-481c-acbd-d3859940f651,Keep,Global Drug Development,EU & US Regulatory Procedures Overview for GDD China,"Event Title: EU & US Regulatory Procedures Overview for GDD China  Course Description:  As regulatory reform in China continues to progress, the need to acquire global patient populations for global submissions in China clinical trials is increasing.  To accomplish this, it is essential for GDD China associates to understand the procedures and regulations for the United States and the European Union Health Authorities.     The Regulatory & Development Policy team invite associates in GDD China to participate in 2 webinars providing key information to be aware of when working with the US and EU Health Authorities.",,
1f07a353-ae07-471f-bb0e-d3a86117b7c4,Keep,Novartis Learning Institute,Energized for Life presents Mid-week movement  (15),"Movement improves focus, creativity and concentration. Incorporating just 10 minutes of movement into your day can help increase your energy. Join the Energized for Life team for Midweek Movement every Wednesday through April and see how you can incorporate simple movement into your day. Why not try mid-meeting movement in the EfL Wellbeing Program (hyperlink to U4G) Take 2s?",no,missing relevance
524e6a3b-a3b9-4c31-ab7a-d3b47c8ff937,Keep,Novartis Learning Institute,Courage to Choose with Petra Velzeboer,"We invite you to join this powerful, call-to-action event with TLC Lion, Petra Velzeboer. Having been brought up in the Children of God Cult, Petra became a mother at 25 and whilst raising two young children started struggling with her mental health and alcohol dependence that led to destructive behaviours. During this challenging period of her life, there was a moment when she realised she had a choice and gave herself a year to change things around. Today Petra is a qualified Psychotherapist and runs her own thriving Mental Health consultancy. Petra's story is one of courage and ownership. She will speak openly about taking responsibility and finding your own path in every challenge you face, both personally and in the workplace, to look after ourselves and find the courage to choose. Petra's story is a timely reminder that we can choose to change our behavior, and choose to prioritize our wellbeing. This choice can involve just a few minutes each day as highlighted in the EfL Wellbeing program",,
61fffa8f-fbff-4302-a7bc-66b4354b8986,Keep,PHARMA,"Overview of Diabetes, Diabetic Retinopathy and Diabetic Macular Edema","Overview of Diabetes, Diabetic Retinopathy and Diabetic Macular Edema",,
8fa08988-7681-4753-8d80-66ba8dd56135,Keep,NBS,Setting Boundaries - Introduction,Now is the time to start reflecting on what contact and communication you would like to have during your maternity break.,yes,
469acfcd-dd13-444f-a992-676606b2462c,Keep,SANDOZ,Co-Amoxyclav ES Sandoz launch test,Co-Amoxyclav ES Sandoz launch test,,
0f1a8bbb-2eba-493f-aaa0-6776bb7f17f7,Keep,Global Drug Development,"Systems, Data, Data Health & You!","Welcome to our Learning Journey on Systems, Data, Data Health & You! This Learning Journey will provide you with a detailed and comprehensive overview of: 


	How our Systems connect with each other  
	 * (Systems in scope include GDO governed systems and decision supporting tools) 
	How Operational Data is exchanged between connected Systems
	Who governs the Operational Data
	Importance of Data Health
	The role You play in System Connectivity & Data Exchange",,
9ead9212-b85e-4f74-bdfc-677c712fc5d8,Keep,ONCOLOGY,OMIC Ianalumab in ITP - Video,"Presented October 10, 2022 | Objective: To educate medical colleagues in ITP (immune thrombocytopenia), ianalumab (VAY736) MOA, and ianalumab in ITP phase III trials | Intended Audience: Medical colleagues that will be working with ITP and ianalumab",yes,
890cfcbf-fda3-4dde-a04e-67883d447fb2,Keep,PHARMA,ShamanGo video tutorial 3: Updating a presentation and the result in OnCore Vault,This suite of video tutorials demonstrates how to carry out key actions in ShamanGo.,no,missing relevance
060f45fc-ecde-440c-acd2-67a5a93dd824,Keep,NBS,CONEXTS Service mindset training - Service quality framework,"3 of 3 modules. On completion of this module, you should be able to - describe the service quality framework - know how NBS CONEXTS delivers value - know the NBS client experience feedback mechanism and how it works in NBS CONEXTS",,
6a04cd57-1946-4f27-88b7-67acc9df9c2d,Keep,Global Drug Development,The meaning of Novartis study codes and trial phases,Learn about how we build the study codes for our trials and the differences between the study phases,yes,
aa73bafb-7c60-4ca2-8a78-d3c26032ed02,Keep,NIBR,Risk management Approach,"Wouldn’t it be ideal if we had a crystal ball to see all of the potential obstacles to success in a project? With the collective expertise and experience on your program teams you have this ability through a structured risk management approach. In an industry with so many threats to project success, the benefits garnered by identifying potential risks and actions to mitigate, make risk management a critical component in our projects. 
Abstract: What you will learn from this session:
• Why is risk and uncertainty management important
• Risk terminology (e.g., threats, opportunities, uncertainties, issues, contingencies, mitigation,...) 
• Common sources of risk and uncertainty in the pharmaceutical industry (scientific and operational) 
• Key components of a good risk and uncertainty management plan 
• Resources available to you and your team to develop and maintain a good risk and uncertainty management plan
This will be a highly interactive 3-hour session comprising introduction of key concepts a",,
fdf54b92-436a-409f-b33d-af02b457753c,Keep,Novartis,UK Sandoz -  National Sales Manager **OPEN CURRICULUM & CHECK DUE DATES WITHIN**,Core training for the UK Sandoz - National Sales Manager,,
de78c797-37a5-4dd4-acb2-af199c5e99ff,Keep,Novartis Technical Operations,TRD CHAD CDU CH general analytics,general trainings for analysts and AE,,
c151c03c-fa2e-4ac5-87f6-af5102e1f028,Keep,SANDOZ,"Sandoz Way, Module 1-4, Assess & Strategize","The Sandoz Way is a harmonized framework for
defining an integrated, cross-functional brand strategy and customer engagement
plan",no,missing relevance and context
737d686e-8863-4b21-a37f-d437bff701df,Keep,PHARMA,Finance Future of Work,"This training consists of 4 workshops:  Skillful Conversations, Adapting to Constant Change, Managing Priorities, Adapting to Constant Change",,
0e49a497-3153-42ff-afff-d44924b04675,Keep,NBS,Trial Design Module(TDM Document) overview,"The Trial Design Model (TDM) in the SDTM provides a standardized way to describe the features of a clinical trial. Creating trial design datasets for clinical studies can be challenging in terms of data presentation because, it requires inferring from the protocol and cannot be created from the electronic data. Through this training and case studies, we will present some of the possible permutations & combinations in creating, SDTM trial design datasets with Novartis systems and processes.",no,missing relevance and context
1f8844fe-6024-4a44-bfbc-af76eac53e2c,Keep,SANDOZ,SDZ CZPR: Onboarding package_BU Rx_Product Manager,Onboarding training package for BU Rx_Product Manager,,
f3a9bb74-7300-46c5-8e2f-af85d3e78982,Keep,Novartis Technical Operations,REDI Contributor Role Curriculum,Please complete REDI Contributor V4 (November 2010)_(1/2) WBT followed by REDI Contributor Assessment,,
301abce7-b264-494d-9cc4-d4ef45f64695,Keep,Global Drug Development,Reinigung und Desinfektion von GB360-0001,Ablauf von Reinigung und Desinfektion der GB360-0001,no,other
80c162fe-5b7a-4f3c-a7f7-d4f198e9abfe,Keep,NBS,NGSC KL DDI Knowledge Sharing Series,"This is a program organised by NGSC KL DDI Team  ( Data, Digital and Innovation)  to equip associates with knowledge on digital and technology awareness.  Join us to explore the world of data, digital and innovation!",,
0c888f10-2ae9-4d3f-b5f0-afd938f4d25c,Keep,CTS,Acceptable Use Agreement for AWS Exploratory Sandbox Account,"This
  is a mandatory training for all Application Managers and Deputy Application
  Managers of Business Applications which are hosted in Novartis public cloud
  platform. This training aims to help understanding of the roles and
  responsibility of ASMs which hosts application in AWS Exploratory Sandbox
  account type in Novartis Public Cloud.",yes,
870db9f3-c3fd-4a6a-9525-b19e28b5eab2,Keep,Novartis,Critical Thinking Training Program,"Embracing uncertainty is an important part of the multi-part,
live online Critical Thinking Training Program designed to help leaders improve their
thinking habits. The program uses a case study to introduce a thought framework
that supports problem-solving and decision-making under conditions of
uncertainty and ambiguity. It helps leaders understand how they get stuck in their thinking, how to get
unstuck, and how to monitor their attention to avoid getting stuck.  Participants will attend two 2-hour workshops followed one week
later by a one-hour, small-group application session. The application session
is designed to help leaders learn how to use the framework to support
decision-making and problem-solving in support of current challenges.",yes,
3bc5f6e2-d340-4701-953c-b1b7f9a81a97,Keep,NIBR,SmartBook eLN,This curriculum is required for all scientists who require access to SmartBook Web eLN.,no,missing relevance and context
178e6e14-b746-4c50-9c74-b1d891deef9f,Keep,Novartis,UK Sandoz Senior/BPA Analyst **OPEN CURRICULUM & CHECK DUE DATES WITHIN**,Core training for the UK Sandoz - Senior/BPA Analyst,,
0aaf9e90-53b0-4ec1-bd77-67f02f40cebd,Keep,NBS,NBS IT - ServiceNow_IT Level100 Knowledge Management,This is training on the Nimbus process flow for Knowledge Management. Associates will be required to read the process flow and then successfully answer a number of questions.,,
2199483f-ba9b-4546-894b-67f628efa576,Keep,Novartis,1QEM Quality Issue Owner/Originator,The training will show how to manage all relevant tasks to fulfill the Quality Issue Owner/Originator role in 1QEM (1 Quality Event Management),no,missing context
40d47c84-f5a3-42ed-a55c-68538fd34475,Keep,Novartis Technical Operations,Test Lalitha for Quiz,For testing purposes,,
062ebc34-4abb-4c56-b89c-6870db2a9baa,Keep,ONCOLOGY,Jakavi Virtual Dialouge_PV_Patient Partner_English,Online role play training for Jakavi in PV indication,,
f9691b34-b3ad-4a9d-aa61-68a0d56f3bd9,Keep,NBS,Acceptable Use Agreement for Dedicated Storage Account Quiz,This training aims to help understanding of the roles and responsibility of ASMs which hosts applciation in AWS Dedicated Storage Account type in Novartis Public Cloud.,,
bbc54f7c-6865-4d0f-9ea7-d5d9c5032a7c,Keep,CTS,Databricks Introduction Training,"The main intent of the training is to give Introduction to Databricks: 1) Databricks overview Databricks for Data Engineers • Compute: Spark, Clusters, Photon • Storage: Data ingestion, Delta Lake • Accessing data • ETL framework Demo 2) Databricks ML/ML Ops 3) Databricks Unify Catalog & DQL Session 4) Databricks Streaming Session",,
bf2cca5b-fb87-4530-884d-b247490d6bc6,Keep,Novartis,UK Sandoz CFO UK & IE **OPEN CURRICULUM & CHECK DUE DATES WITHIN**,Core training for the UK Sandoz - CFO UK & IE,,
a9c22494-8b38-4133-8cdc-b24da4b1b689,Keep,NIBR,Health literacy,"Applying health literacy principles to clinical trial communications enhances participant understanding and improves data integrity, participant trust, satisfaction, and diversity. As the sponsor, it is our responsibility to meet people where they are by creating materials they can understand.",yes,
663f7804-5af3-4cb1-afd2-ee76dfb1d053,Keep,Novartis Technical Operations,Charismatic Leadership: the Role of Emotional Intelligence and Mindfulness #curiositychapter,"We’re always fascinated by people we described as ‘charismatic’ – even the ancient Greeks, who coined the word charisma, meaning ‘God given gift’, felt that some leaders had a particular way of inspiring people that defied anything other than the direct involvement of God. For his book, Leadership Charisma’, Deiric McCann undertook the largest ever study on what makes leaders charismatic – taking input from more than 400,000 people on their 40,000+ leaders.  That research showed clearly that charisma is all about how you ‘show up’ – and that anyone can improve the impact they have on those around them, simply by becoming more mindful and emotionally intelligent about how they behave with those they wish to influence. If charisma is a God given gift, then it’s given to all who care to accept it. In this brief talk, Deiric will outline the core findings of this research, and provide some immediate actions you can take to change your impact on those around you.",,
6305a116-d09e-4096-9264-b2c14cdc898d,Keep,Global Drug Development,GDD GDO Clinical Trials CARBON Resumption Work stream User,The training provides an overview to the resumption user of the work stream on the overall strategy during a CARBON scenario.,no,missing relevance and context
b5807c3f-40d7-4041-843d-d6be582d3145,Keep,Novartis Technical Operations,How Operations supports the Novartis Strategy,Educational session with Amit Nastik on how Operations contributes to overall Novartis strategy.,,
b36afe08-7e44-48f8-b8c6-d6e6e051b937,Keep,Global Drug Development,TechTalk series,"Technology and trends shaping the future, learning by experience sharing.",,
c0b68bcd-154e-443a-ad10-d785b939cf1d,Keep,SANDOZ,SLM Sandoz Leadership Meeting,SLM Sandoz Leadership Meeting,,
f30405eb-2871-4063-b393-d7e4480ec4d8,Keep,ONCOLOGY,Xcelerate Launch Global workshop,"Xcelerate Launch Workshop will engage participants with a new lens on Launch Excellence. Program Goals: *Prepare winning talent with right expertise to drive each launch *Achieve a flawless launch execution iwth clear, agile, and coordinated process cross-functionally and geographically *Effectively share learnings and expertise across Novartis",no,missing context
52b3cea6-3a86-4df5-a251-b2d687d443c3,Keep,NBS,Global Pharma eOS FUSE Mandatory Quick Start Training,"The Quick Start training webinars are designed for all FUSE users.Note: Please clear cookies and caches before launching the programs. Kindly use MS Edge/Google Chrome to avoid any disturbance during the course.  Watch all modules completely. At the end of each module ""Mark Complete"" and “Exit Module” button appears on last slide, which would take around a minute to appear. Please click on one after the other to ensure the training is completed.  If not clicked on the buttons, one have to retake entire training from the beginning.",,
30120f32-e3b6-489b-9d6b-b2f0a52ea3a6,Keep,Novartis Technical Operations,CLM-DocuSign eSignature process,"DocuSign is the integrated tool to CLM, our Contract Management system, to simplify the signature process by sending the contracts to signers and tracking the process in CLM. ",,
70371d58-5c8b-4e5d-9bf2-68f5dbd286d1,Keep,PHARMA,PricePRO - Events Creation,PricePRO - Events Creation,,
77f5f0a3-a248-4498-a7be-6915f38f2065,Keep,ONCOLOGY,Innovative Breast Cancer Learning Module (Thai) Part 2 Review of HR+HER2- aBC treatment update_EP.1,To update information about HR+/HER2- aBC treatment including CDK4/6i,,
3e5a2bfc-c5fc-47f7-ae77-6939f4b99bd8,Keep,CTS,NBS IT - ServiceNow_IT Level100 Problem Management,This is training on the SOP for Problem Management. Associates will be required to read the SOP and then successfully answer a number of questions.,,
4e7a27a7-07f2-458e-84ee-d7f93b9b5e5b,Keep,NBS,Analytics and Data for P&O: Virtual Session,"After the completion of the Analytics and Data for P&O E-training, you are welcome to join our follow-up virtual session. In this follow-up session we will discuss what has been learnt from the E-training and how we can test these new skills in our daily work. There will also be time for questions and discussions on solutions for what learners may still be struggling with.",,
14033a55-b20b-4bfd-a1ad-d826e2b2b1ff,Keep,Novartis Technical Operations,LabWare_Course 8: Results review,LabWare Basic functionalities,,
057d4e77-435b-42f0-86ff-b4b7409a5225,Keep,Novartis,US-TMO-WP-PCM_TM,US Local WP for Compliance and training,,
307921a3-a6ca-4be9-a6ae-b4e40bf7a352,Keep,Novartis,Third Party Risk Management (TPRM) for Business Development & Licensing and Merger & Acquisitions,The TPRM BD&L and M&A curriculum has been introduced and designed to address a range of needs from those undertaking the TPRM risk assessments in these confidential deals.  This training in Up4Growth is separate and different to the TPRM Vendor training covered elsewhere. This training curriculum will cover the need for awareness and understanding by those interested in the TPRM BD&L/M&A process and guidance as well as those who are required to undertake the actual risk assessments for their functional area. In the latter situation there are mandatory training requirements alongside valuable nice to know trainings. Don't hesitate to provide feedback on this curriculum so that we can continue to improve the quality of the training.,,
20d8d6fd-56ee-46b7-98c9-69ac51be4c58,Keep,Novartis Learning Institute,自分にとっての優先事項とノバルティスにとっての優先事項,皆さんはリーダーとして、チームメンバーが自分の優先事項をノバルティスにとっての優先事項に結びつける手助けをすることができます。アソシエイトとの対話を促進し、質問をして、私たちがする仕事は最終的に患者さんに影響するのでそのすべてが重要であることをアソシエイトに認識させましょう。また、皆さんが影響を及ぼせる部分を見つけ、皆さんと皆さんのチームがポジティブな影響をもたらすために必要なアクションを協力して決定するために、チームとの対話を促進しましょう。,no,other
